Title,URL,Category,Cleaned_Title
Projects,https://www.geeksforgeeks.org/computer-science-projects/,Education,projects
Greedy Algorithms,https://www.geeksforgeeks.org/introduction-to-greedy-algorithm-data-structures-and-algorithm-tutorials/?ref=outind,Education,greedy algorithms
Operating Systems,https://www.geeksforgeeks.org/operating-systems/?ref=outindfooter,Education,operating systems
Copyright,https://www.youtube.com/about/copyright/,Entertainment,copyright
"India’s Modi to visit Moscow soon, Russian state media says",/2024/06/26/india/india-modi-visit-russia-putin-intl-hnk/index.html,News,india s modi to visit moscow soon  russian state media says
Media Center,https://media.netflix.com/,Entertainment,media center
Map Data Structure,https://www.geeksforgeeks.org/introduction-to-map-data-structure-and-algorithm-tutorials/?ref=outind,Education,map data structure
ဗမာ,https://my.khanacademy.org,Education,ဗမ 
Algebra 2,/math/algebra2,Education,algebra 2
Middle school Earth and space science,/science/middle-school-earth-and-space-science,Education,middle school earth and space science
Speed Test,https://fast.com,Entertainment,speed test
Sign In,/ca/login,Entertainment,sign in
Tech,https://www.cnn.com/business/tech,News,tech
Support community,https://khanacademy.zendesk.com/hc/en-us/community/topics,Education,support community
Only on Netflix,https://www.netflix.com/ca/browse/genre/839338,Entertainment,only on netflix
Settings,/account/settings,News,settings
CNN,https://www.cnn.com/,News,cnn
English Grammar,https://www.geeksforgeeks.org/english-grammar/?ref=outindfooter,Education,english grammar
FAQ,https://help.netflix.com/support/412,Entertainment,faq
"Video
It’s so hot in DC, Lincoln’s wax head melted off
0:35",/2024/06/25/climate/video/abraham-lincoln-wax-statue-dc-digvid,News,video it s so hot in dc  lincoln s wax head melted off 0 35
Terms,/t/terms,Entertainment,terms
Test new features,/new,Entertainment,test new features
Top 100 Puzzles Asked In Interviews,https://www.geeksforgeeks.org/top-100-puzzles-asked-in-interviews/?ref=outind,Education,top 100 puzzles asked in interviews
How YouTube works,https://www.youtube.com/howyoutubeworks?utm_campaign=ytgen&utm_source=ythp&utm_medium=LeftNav&utm_content=txt&u=https%3A%2F%2Fwww.youtube.com%2Fhowyoutubeworks%3Futm_source%3Dythp%26utm_medium%3DLeftNav%26utm_campaign%3Dytgen,Entertainment,how youtube works
Investor Relations,http://ir.netflix.com/,Entertainment,investor relations
Ad Choices,https://netflix.com/adchoices,Entertainment,ad choices
"Trump-backed Senate candidate will lose bid for Romney seat, CNN projects",/2024/06/25/politics/utah-senate-primary/index.html,News,trump backed senate candidate will lose bid for romney seat  cnn projects
DSA Sheet for Beginners,https://www.geeksforgeeks.org/most-asked-dsa-interview-problems-for-beginners/?ref=outind,Education,dsa sheet for beginners
Legal Notices,https://help.netflix.com/legal/notices,Entertainment,legal notices
Top 50 Array,https://www.geeksforgeeks.org/top-50-array-coding-problems-for-interviews/?ref=outindfooter,Education,top 50 array
Sign In,/ca/login,Entertainment,sign in
"Fashion Week: Bold statements, A$AP Rocky’s surprise debut",/2024/06/25/style/highlights-menswear-shows-paris-fashion-week/index.html,News,fashion week  bold statements  a ap rocky s surprise debut
Nation’s first publicly funded religious charter school blocked by Oklahoma Supreme Court,/2024/06/25/us/oklahoma-religious-charter-school-supreme-court/index.html,News,nation s first publicly funded religious charter school blocked by oklahoma supreme court
Biden and Trump worlds overlap,/2024/06/25/opinions/surprising-similarities-and-differences-biden-and-trump-bergen/index.html,News,biden and trump worlds overlap
Legal Notices,https://help.netflix.com/legal/notices,Entertainment,legal notices
Binary Search,https://www.geeksforgeeks.org/binary-search/?ref=outind,Education,binary search
Advertise,https://www.youtube.com/ads/,Entertainment,advertise
Basic Excel Formulas & Functions,https://www.geeksforgeeks.org/basic-excel-formulas-and-functions/?ref=outind,Education,basic excel formulas   functions
Buy Gift Cards,/gift-cards,Entertainment,buy gift cards
Excel,https://www.geeksforgeeks.org/excel-tutorial/?ref=outindfooter,Education,excel
Up to 2nd grade (Khan Kids),/kids,Education,up to 2nd grade  khan kids 
Django Projects,https://www.geeksforgeeks.org/top-django-projects-for-beginners/?ref=outind,Education,django projects
Crime + Justice,https://www.cnn.com/us/crime-and-justice,News,crime   justice
Queue Interface,https://www.geeksforgeeks.org/queue-interface-java/?ref=outind,Education,queue interface
Our finances,https://khanacademyannualreport.org/#finances,Education,our finances
Terms,/t/terms,Entertainment,terms
Creators,https://www.youtube.com/creators/,Entertainment,creators
"•
          Video
        
0:51



Jason Williams/Nest cam",/2024/06/21/us/video/frying-pan-home-intruder-illinois-affil-pkg-digvid,News,            video          0 51    jason williams nest cam
Basic Excel Shortcuts,https://www.geeksforgeeks.org/basic-excel-shortcuts/?ref=outind,Education,basic excel shortcuts
GfG SDE Sheet,https://www.geeksforgeeks.org/explore?page=1&curated[]=1&sortBy=submissions&curated_names[]=SDE Sheet?itm_source=geeksforgeeks&itm_medium=main_header_outIndia&itm_campaign=DSA_Header,Education,gfg sde sheet
Basic,https://www.geeksforgeeks.org/explore?page=1&difficulty=Basic&itm_source=geeksforgeeks&itm_medium=main_header_outIndia&itm_campaign=DSA_Header,Education,basic
Sign In,/ca/login,Entertainment,sign in
Netflix Shop,https://netflix.shop/,Entertainment,netflix shop
UK Politics,/news/politics,News,uk politics
Speed Test,https://fast.com,Entertainment,speed test
Python Practice Questions,https://www.geeksforgeeks.org/python-exercises-practice-questions-and-solutions/?ref=outind,Education,python practice questions
Corporate Information,https://help.netflix.com/legal/corpinfo,Entertainment,corporate information
Recursion,https://www.geeksforgeeks.org/introduction-to-recursion-data-structure-and-algorithm-tutorials/?ref=outind,Education,recursion
Classes and Objects,https://www.geeksforgeeks.org/classes-objects-java/?ref=outind,Education,classes and objects
"A look inside New York’s historic artist lofts, the last of their kind",https://www.cnn.com/interactive/2024/06/style/nyc-artist-lofts-cnnphotos/,News,a look inside new york s historic artist lofts  the last of their kind
Sleep,https://www.cnn.com/specials/health/sleep-life-but-better,News,sleep
High school physics,/science/hs-physics,Education,high school physics
Speed Test,https://fast.com,Entertainment,speed test
Skip to content,#main,Education,skip to content
Ad Choices,https://netflix.com/adchoices,Entertainment,ad choices
Spring Boot Interview Questions,https://www.geeksforgeeks.org/spring-boot-interview-questions/?ref=outind,Education,spring boot interview questions
Amazon SDE Sheet,https://www.geeksforgeeks.org/amazon-sde-sheet-interview-questions-and-answers/?ref=outind,Education,amazon sde sheet
Media Center,https://media.netflix.com/,Entertainment,media center
Only on Netflix,https://www.netflix.com/ca/browse/genre/839338,Entertainment,only on netflix
Jobs,https://jobs.netflix.com/jobs,Entertainment,jobs
Intro to CS - Python,/computing/intro-to-python-fundamentals,Education,intro to cs   python
Destinations,/travel/destinations,News,destinations
"Rep. Lauren Boebert will win Republican primary in Colorado, CNN projects, after fleeing to safer district",/2024/06/25/politics/lauren-boebert-colorado-4-primary/index.html,News,rep  lauren boebert will win republican primary in colorado  cnn projects  after fleeing to safer district
Only on Netflix,https://www.netflix.com/ca/browse/genre/839338,Entertainment,only on netflix
"New mpox strain in DR Congo 'most dangerous yet'A current outbreak of the virus in the African country is ""concerning"", say health officials.",/news/articles/c2vv0pgggqzo,News,new mpox strain in dr congo  most dangerous yet a current outbreak of the virus in the african country is  concerning   say health officials 
FAQ,https://help.netflix.com/support/412,Entertainment,faq
Linux Tutorial,https://www.geeksforgeeks.org/linux-tutorial/?ref=outind,Education,linux tutorial
Ways to Watch,/watch,Entertainment,ways to watch
Running on a volcano's rim - the race in the shadow of an eruption,/sport/articles/c3ggg48g3yvo,News,running on a volcano s rim   the race in the shadow of an eruption
Netflix Shop,https://netflix.shop/,Entertainment,netflix shop
7th grade,/math/cc-seventh-grade-math,Education,7th grade
Netflix Shop,https://netflix.shop/,Entertainment,netflix shop
Terms,/t/terms,Entertainment,terms
Cookie Preferences,#,Entertainment,cookie preferences
FAQ,https://help.netflix.com/support/412,Entertainment,faq
How YouTube works,https://www.youtube.com/howyoutubeworks?utm_campaign=ytgen&utm_source=ythp&utm_medium=LeftNav&utm_content=txt&u=https%3A%2F%2Fwww.youtube.com%2Fhowyoutubeworks%3Futm_source%3Dythp%26utm_medium%3DLeftNav%26utm_campaign%3Dytgen,Entertainment,how youtube works
Advertise,https://www.youtube.com/ads/,Entertainment,advertise
High Level Design,https://www.geeksforgeeks.org/what-is-high-level-design-learn-system-design/?ref=outindfooter,Education,high level design
Product Management,https://www.geeksforgeeks.org/product-management/,Education,product management
Why are the Boeing Starliner astronauts still in space?What has delayed their return and what does it mean for the mission?6 hrs agoScience & Environment,/news/articles/c6pp29gdwe6o,News,why are the boeing starliner astronauts still in space what has delayed their return and what does it mean for the mission 6 hrs agoscience   environment
GCP,https://www.geeksforgeeks.org/google-cloud-platform-tutorial/?ref=outindfooter,Education,gcp
Basic,https://www.geeksforgeeks.org/explore?page=1&difficulty=Basic&itm_source=geeksforgeeks&itm_medium=main_header_outIndia&itm_campaign=DSA_Header,Education,basic
Legal Notices,https://help.netflix.com/legal/notices,Entertainment,legal notices
Deutsch,https://de.khanacademy.org,Education,deutsch
The mysterious New York nanny who helped shape 20th-century street photography,/2024/06/24/style/vivien-maier-street-photography-new-york/index.html,News,the mysterious new york nanny who helped shape 20th century street photography
NextJS,https://www.geeksforgeeks.org/nextjs/?ref=outindfooter,Education,nextjs
Product Management,https://www.geeksforgeeks.org/product-management/,Education,product management
Social & emotional learning (Khan Kids),/kids,Education,social   emotional learning  khan kids 
How YouTube works,https://www.youtube.com/howyoutubeworks?utm_campaign=ytgen&utm_source=ythp&utm_medium=LeftNav&utm_content=txt&u=https%3A%2F%2Fwww.youtube.com%2Fhowyoutubeworks%3Futm_source%3Dythp%26utm_medium%3DLeftNav%26utm_campaign%3Dytgen,Entertainment,how youtube works
Policy & Safety,https://www.youtube.com/about/policies/,Entertainment,policy   safety
Media Center,https://media.netflix.com/,Entertainment,media center
Case Studies in Designing Systems,https://www.geeksforgeeks.org/top-10-system-design-interview-questions-and-answers/?ref=outind,Education,case studies in designing systems
Jobs,https://jobs.netflix.com/jobs,Entertainment,jobs
What we know about Assange’s US plea deal,/2024/06/25/world/julian-assange-plea-deal-explainer-intl-hnk/index.html,News,what we know about assange s us plea deal
Developers,https://developers.google.com/youtube,Entertainment,developers
"World



Show all",https://www.cnn.com/world,News,world    show all
Media Center,https://media.netflix.com/,Entertainment,media center
Easy,https://www.geeksforgeeks.org/explore?page=1&difficulty=Easy&itm_source=geeksforgeeks&itm_medium=main_header_outIndia&itm_campaign=DSA_Header,Education,easy
At least 2 dead in catastrophic flooding; Minnesota dam is at risk of failing,/2024/06/24/us/rapidan-dam-collapse-risk-minnesota/index.html,News,at least 2 dead in catastrophic flooding  minnesota dam is at risk of failing
CNN Shorts,https://www.cnn.com/shorts/cnn-shorts,News,cnn shorts
Test new features,/new,Entertainment,test new features
Machine Learning,https://www.geeksforgeeks.org/machine-learning/?ref=outind,Education,machine learning
Ways to Watch,/watch,Entertainment,ways to watch
Privacy,https://help.netflix.com/legal/privacy,Entertainment,privacy
Data Analysis in Excel,https://www.geeksforgeeks.org/data-analysis-in-excel/?ref=outind,Education,data analysis in excel
BBC Shop,https://shop.bbc.com/,News,bbc shop
Jobs,https://jobs.netflix.com/jobs,Entertainment,jobs
Top 50 Array,https://www.geeksforgeeks.org/top-50-array-coding-problems-for-interviews/?ref=outindfooter,Education,top 50 array
DSA Roadmap by Sandeep Jain,https://www.geeksforgeeks.org/dsa-roadmap-for-beginner-to-advanced-by-sandeep-jain/?ref=outindfooter,Education,dsa roadmap by sandeep jain
Cookie Preferences,#,Entertainment,cookie preferences
Low Level Design,https://www.geeksforgeeks.org/what-is-low-level-design-or-lld-learn-system-design/?ref=outindfooter,Education,low level design
Try the PISA test,/test-prep/oecd-pisa,Education,try the pisa test
MySQL Interview Questions,https://www.geeksforgeeks.org/mysql-interview-questions/?ref=outind,Education,mysql interview questions
Ad Choices,https://netflix.com/adchoices,Entertainment,ad choices
Ad Choices,https://netflix.com/adchoices,Entertainment,ad choices
Speed Test,https://fast.com,Entertainment,speed test
C++,https://www.geeksforgeeks.org/c-plus-plus/?ref=outind,Education,c  
Contact Us,https://www.geeksforgeeks.org/about/contact-us/?ref=outindfooter,Education,contact us
"At murder trial, prosecutors accuse Karen Read of drunken crash; defense alleges vast police cover-up",/2024/06/25/us/karen-read-murder-trial-closings/index.html,News,at murder trial  prosecutors accuse karen read of drunken crash  defense alleges vast police cover up
How YouTube works,https://www.youtube.com/howyoutubeworks?utm_campaign=ytgen&utm_source=ythp&utm_medium=LeftNav&utm_content=txt&u=https%3A%2F%2Fwww.youtube.com%2Fhowyoutubeworks%3Futm_source%3Dythp%26utm_medium%3DLeftNav%26utm_campaign%3Dytgen,Entertainment,how youtube works
Computer Organization and Architecture,https://www.geeksforgeeks.org/computer-organization-and-architecture-tutorials/?ref=outind,Education,computer organization and architecture
FAQ,https://help.netflix.com/support/412,Entertainment,faq
Ad Choices,https://netflix.com/adchoices,Entertainment,ad choices
Advertise,https://www.youtube.com/ads/,Entertainment,advertise
Sign In,/ca/login,Entertainment,sign in
Skip to content,#main,Education,skip to content
Copyright,https://www.youtube.com/about/copyright/,Entertainment,copyright
In Media,https://www.geeksforgeeks.org/press-release/?ref=outindfooter,Education,in media
Spring MVC Interview Questions,https://www.geeksforgeeks.org/spring-mvc-interview-questions/?ref=outind,Education,spring mvc interview questions
Python Practice Questions,https://www.geeksforgeeks.org/python-exercises-practice-questions-and-solutions/?ref=outind,Education,python practice questions
Copyright,https://www.youtube.com/about/copyright/,Entertainment,copyright
Circular Linked List,https://www.geeksforgeeks.org/circular-linked-list/?ref=outind,Education,circular linked list
US history,/humanities/us-history,Education,us history
Policy & Safety,https://www.youtube.com/about/policies/,Entertainment,policy   safety
Account,/youraccount,Entertainment,account
Loops in Java,https://www.geeksforgeeks.org/loops-in-java/?ref=outind,Education,loops in java
Java 8 Tutorial,https://www.geeksforgeeks.org/java-8-features/?ref=outind,Education,java 8 tutorial
Ad Choices,https://netflix.com/adchoices,Entertainment,ad choices
Here are some of the policies Biden says he would enact if elected for a second term,https://www.cnn.com/interactive/2024/04/politics/biden-campaign-promises-dg/,News,here are some of the policies biden says he would enact if elected for a second term
Account,/youraccount,Entertainment,account
"From a Blackstone to a color-changing sunscreen, here are the 10 best Walmart 4th of July deals",/cnn-underscored/deals/walmart-4th-of-july-sale-2024-06-25,News,from a blackstone to a color changing sunscreen  here are the 10 best walmart 4th of july deals
Python Data Visualization Tutorial,https://www.geeksforgeeks.org/python-data-visualization-tutorial/?ref=outind,Education,python data visualization tutorial
CNN Political Briefing,https://www.cnn.com/audio/podcasts/political-briefing,News,cnn political briefing
Python Interview Question,https://www.geeksforgeeks.org/python-interview-questions/?ref=outindfooter,Education,python interview question
Advertise,https://www.youtube.com/ads/,Entertainment,advertise
Philosophy,/wi-phi,Education,philosophy
Work Transformed,https://www.cnn.com/business/work-transformed,News,work transformed
Account,/youraccount,Entertainment,account
Policy & Safety,https://www.youtube.com/about/policies/,Entertainment,policy   safety
Green Living,/future-planet/green-living,News,green living
Account,/youraccount,Entertainment,account
Media Center,https://media.netflix.com/,Entertainment,media center
Corporate Information,https://help.netflix.com/legal/corpinfo,Entertainment,corporate information
Hot dog ideas for your next cookout,/wbd/hot-dog-ideas-for-your-next-cookout/index.html,News,hot dog ideas for your next cookout
JavaScript Cheat Sheet,https://www.geeksforgeeks.org/javascript-cheat-sheet-a-basic-guide-to-javascript/?ref=outind,Education,javascript cheat sheet
Buy Gift Cards,/gift-cards,Entertainment,buy gift cards
AP®︎/College Calculus BC,/math/ap-calculus-bc,Education,ap   college calculus bc
Developers,https://developers.google.com/youtube,Entertainment,developers
Top Topics,https://www.geeksforgeeks.org/interview-preparation-for-software-developer/?ref=outind,Education,top topics
Advertise,https://www.youtube.com/ads/,Entertainment,advertise
Heap,https://www.geeksforgeeks.org/introduction-to-heap-data-structure-and-algorithm-tutorials/?ref=outind,Education,heap
Only on Netflix,https://www.netflix.com/ca/browse/genre/839338,Entertainment,only on netflix
"Apple in breach of law on App Store, says EU",/news/articles/c5111qxl2nro,News,apple in breach of law on app store  says eu
Jobs,https://jobs.netflix.com/jobs,Entertainment,jobs
Compiler Design,https://www.geeksforgeeks.org/compiler-design-tutorials/?ref=outind,Education,compiler design
Logarithms,https://www.geeksforgeeks.org/logarithms/?ref=outind,Education,logarithms
Pre-K through grade 2 (Khan Kids),/kids,Education,pre k through grade 2  khan kids 
"UK cabinet minister admits three election betsScottish Secretary Alister Jack says he had ""no knowledge of the date of the election"" when he placed the bets7 hrs agoScotland politics",/news/articles/czkk0d19kgdo,News,uk cabinet minister admits three election betsscottish secretary alister jack says he had  no knowledge of the date of the election  when he placed the bets7 hrs agoscotland politics
Account,/youraccount,Entertainment,account
português (Portugal),https://pt-pt.khanacademy.org,Education,português  portugal 
The most stressful show on TV is back. Here’s where ‘The Bear’ left off,/2024/06/25/entertainment/the-bear-season-2-recap-cec/index.html,News,the most stressful show on tv is back  here s where  the bear  left off
See all Reading & Language Arts,/ela,Education,see all reading   language arts
Terms,/t/terms,Entertainment,terms
Five killed and parliament ablaze in Kenya tax protestsPresident William Ruto vows to restore order after protests against tax hikes turn violent. 10 hrs agoAfrica,/news/articles/cerrv93yx1mo,News,five killed and parliament ablaze in kenya tax protestspresident william ruto vows to restore order after protests against tax hikes turn violent  10 hrs agoafrica
Account,/youraccount,Entertainment,account
"Dr. Sanjay Gupta
A new ‘stop, drop and roll’: This program is teaching kids how to treat gunshot wounds",/2024/06/25/health/gun-violence-stop-the-bleed-children-gupta/index.html,News,dr  sanjay gupta a new  stop  drop and roll   this program is teaching kids how to treat gunshot wounds
Travel,/travel,News,travel
ಕನ್ನಡ,https://kn.khanacademy.org,Education,ಕನ ನಡ
Puzzles,https://www.geeksforgeeks.org/puzzles/,Education,puzzles
DSA Sheet for Beginners,https://www.geeksforgeeks.org/most-asked-dsa-interview-problems-for-beginners/?ref=outind,Education,dsa sheet for beginners
JavaScript,https://www.geeksforgeeks.org/learn-javascript-js-roadmap-for-beginners/?ref=outind,Education,javascript
"•
          Video
        
4:26



CNN",/2024/06/17/politics/video/biden-trump-gop-debate-coach-odonnell-ac360-digvid,News,            video          4 26    cnn
Image Editor,https://www.geeksforgeeks.org/online-image-editor/?ref=outindfooter,Education,image editor
Developers,https://developers.google.com/youtube,Entertainment,developers
Jim Watson/AFP/Getty Images,/2024/06/25/sport/michael-phelps-congress-doping/index.html,News,jim watson afp getty images
Media Center,https://media.netflix.com/,Entertainment,media center
Cookie Preferences,#,Entertainment,cookie preferences
Developers,https://developers.google.com/youtube,Entertainment,developers
Machine Learning,https://www.geeksforgeeks.org/machine-learning/?ref=outind,Education,machine learning
See all Computing,/computing,Education,see all computing
CPP,https://www.geeksforgeeks.org/explore?page=1&category=CPP&itm_source=geeksforgeeks&itm_medium=main_header_outIndia&itm_campaign=DSA_Header,Education,cpp
Only on Netflix,https://www.netflix.com/ca/browse/genre/839338,Entertainment,only on netflix
AP®︎/College Statistics,/math/ap-statistics,Education,ap   college statistics
Statistics & probability,/math/statistics-probability,Education,statistics   probability
Legal Notices,https://help.netflix.com/legal/notices,Entertainment,legal notices
ML Maths,https://www.geeksforgeeks.org/machine-learning-mathematics/?ref=outindfooter,Education,ml maths
Ad Choices,https://netflix.com/adchoices,Entertainment,ad choices
CDC warns a surge in global dengue cases is raising risk in US,/2024/06/25/health/cdc-dengue-warning-for-the-us/index.html,News,cdc warns a surge in global dengue cases is raising risk in us
Advertise,https://www.youtube.com/ads/,Entertainment,advertise
Data Types,https://www.geeksforgeeks.org/data-types-in-java/?ref=outind,Education,data types
Corporate Information,https://help.netflix.com/legal/corpinfo,Entertainment,corporate information
Sign In,/ca/login,Entertainment,sign in
Sign In,/ca/login,Entertainment,sign in
United Kingdom,https://www.cnn.com/world/united-kingdom,News,united kingdom
MongoDB Tutorial,https://www.geeksforgeeks.org/mongodb-tutorial/?ref=outind,Education,mongodb tutorial
Sign In,/ca/login,Entertainment,sign in
Must watch,https://www.bbc.com/video,News,must watch
Test new features,/new,Entertainment,test new features
Corporate Information,https://help.netflix.com/legal/corpinfo,Entertainment,corporate information
Mayor AI? OpenAI shuts down tools for two AI political candidates,/2024/06/19/tech/openai-shuts-down-ai-mayor/index.html,News,mayor ai  openai shuts down tools for two ai political candidates
Netflix Shop,https://netflix.shop/,Entertainment,netflix shop
Natural Wonders,/future-planet/natural-wonders,News,natural wonders
How YouTube works,https://www.youtube.com/howyoutubeworks?utm_campaign=ytgen&utm_source=ythp&utm_medium=LeftNav&utm_content=txt&u=https%3A%2F%2Fwww.youtube.com%2Fhowyoutubeworks%3Futm_source%3Dythp%26utm_medium%3DLeftNav%26utm_campaign%3Dytgen,Entertainment,how youtube works
GeeksforGeeks Videos,https://www.geeksforgeeks.org/videos/?ref=outindfooter,Education,geeksforgeeks videos
Trigonometry,https://www.geeksforgeeks.org/math-trigonometry/?ref=outind,Education,trigonometry
Baseball,https://bleacherreport.com/mlb,News,baseball
Fashion giant Shein closer to London listing,/news/articles/c9xx8l600z6o,News,fashion giant shein closer to london listing
Azure,https://www.geeksforgeeks.org/microsoft-azure/?ref=outindfooter,Education,azure
Sets in Python,https://www.geeksforgeeks.org/sets-in-python/?ref=outind,Education,sets in python
Engineering Maths,https://www.geeksforgeeks.org/engineering-mathematics-tutorials/?ref=outindfooter,Education,engineering maths
Arabic,https://arabic.cnn.com?hpt=header_edition-picker,News,arabic
Sorting Algorithms Tutorial,https://www.geeksforgeeks.org/introduction-to-sorting-algorithm/?ref=outind,Education,sorting algorithms tutorial
Flow Control in Java,https://www.geeksforgeeks.org/decision-making-javaif-else-switch-break-continue-jump/?ref=outind,Education,flow control in java
Policy & Safety,https://www.youtube.com/about/policies/,Entertainment,policy   safety
N. Ireland Politics,/news/northern_ireland/northern_ireland_politics,News,n  ireland politics
"Suspect sought in killings of 5 in North Las Vegas dies by suicide after overnight manhunt, police say",/2024/06/25/us/las-vegas-shootings/index.html,News,suspect sought in killings of 5 in north las vegas dies by suicide after overnight manhunt  police say
Advertise,https://www.youtube.com/ads/,Entertainment,advertise
Steven Senne/AP,/2024/06/25/us/karen-read-murder-trial-closings/index.html,News,steven senne ap
Redeem Gift Cards,/redeem,Entertainment,redeem gift cards
Why a US-Mexico water war is heating up,https://www.cnn.com/audio/podcasts/one-thing/episodes/43697e76-8237-11ee-931c-435fad3211e7,News,why a us mexico water war is heating up
Investor Relations,http://ir.netflix.com/,Entertainment,investor relations
How YouTube works,https://www.youtube.com/howyoutubeworks?utm_campaign=ytgen&utm_source=ythp&utm_medium=LeftNav&utm_content=txt&u=https%3A%2F%2Fwww.youtube.com%2Fhowyoutubeworks%3Futm_source%3Dythp%26utm_medium%3DLeftNav%26utm_campaign%3Dytgen,Entertainment,how youtube works
LESS,https://www.geeksforgeeks.org/less/?ref=outindfooter,Education,less
BBC Verify,/news/reality_check,News,bbc verify
Copyright,https://www.youtube.com/about/copyright/,Entertainment,copyright
Redeem Gift Cards,/redeem,Entertainment,redeem gift cards
Luxury,https://www.cnn.com/style/luxury,News,luxury
Calculus,https://www.geeksforgeeks.org/math-calculus/?ref=outind,Education,calculus
What’s the healthiest thing to drink during a heat wave?,/2024/06/25/health/summer-heat-water-hydration-exercise-wellness/index.html,News,what s the healthiest thing to drink during a heat wave 
Company-Wise Preparation Sheet,https://www.geeksforgeeks.org/must-coding-questions-company-wise/?ref=outind,Education,company wise preparation sheet
Legal Notices,https://help.netflix.com/legal/notices,Entertainment,legal notices
Puzzles,https://www.geeksforgeeks.org/puzzles/,Education,puzzles
Company-Wise Preparation,https://www.geeksforgeeks.org/company-preparation/?ref=outindfooter,Education,company wise preparation
Linear Algebra,https://www.geeksforgeeks.org/linear-algebra/?ref=outind,Education,linear algebra
"Perkins, the aging diner chain, has a ‘new vibe’",/2024/06/25/food/perkins-new-name-remodel/index.html,News,perkins  the aging diner chain  has a  new vibe 
Mexico,https://es.khanacademy.org,Education,mexico
"Eight of the best places to swim in CopenhagenWhether you're relaxing at the snail-shaped Kastrup Sea Bath or taking a harbour dip at Kalvebod Bølge, Copenhagen is a paradise for swimmers.",/travel/article/20240611-eight-of-the-best-places-to-swim-in-copenhagen,News,eight of the best places to swim in copenhagenwhether you re relaxing at the snail shaped kastrup sea bath or taking a harbour dip at kalvebod bølge  copenhagen is a paradise for swimmers 
Spring MVC Tutorial,https://www.geeksforgeeks.org/spring-mvc/?ref=outind,Education,spring mvc tutorial
The 10 best savings accounts that will give you the highest return,https://www.cnn.com/cnn-underscored/money/high-yield-savings-accounts?utm_campaign=cnnu-homepage,News,the 10 best savings accounts that will give you the highest return
New Attenborough portrait by Jonathan Yeo unveiledThe painting marks the veteran natural history broadcaster's 40 years of fellowship to the Royal Society.11 hrs ago,/news/articles/c6pp2774qq7o,News,new attenborough portrait by jonathan yeo unveiledthe painting marks the veteran natural history broadcaster s 40 years of fellowship to the royal society 11 hrs ago
North America,/travel/destinations/north-america,News,north america
Giuseppe Carotenuto,https://www.cnn.com/interactive/2024/06/sport/refugee-soccer-italy-cnnphotos/,News,giuseppe carotenuto
Read about our approach to external linking.,https://www.bbc.co.uk/editorialguidelines/guidance/feeds-and-links,News,read about our approach to external linking 
Only on Netflix,https://www.netflix.com/ca/browse/genre/839338,Entertainment,only on netflix
Foundational Courses,https://www.geeksforgeeks.org/courses/category/programming-languages?courseFeeType=paid&utm_source=geeksforgeeks&utm_medium=sub_header&utm_campaign=courses,Education,foundational courses
Creators,https://www.youtube.com/creators/,Entertainment,creators
Terms,/t/terms,Entertainment,terms
1-844-542-4813,tel:1-844-542-4813,Entertainment,1 844 542 4813
Policy & Safety,https://www.youtube.com/about/policies/,Entertainment,policy   safety
Parents,/signup?isparent=1,Education,parents
Financial literacy,/college-careers-more/financial-literacy,Education,financial literacy
Congress,https://www.cnn.com/politics/congress,News,congress
DSA Roadmap by Sandeep Jain,https://www.geeksforgeeks.org/dsa-roadmap-for-beginner-to-advanced-by-sandeep-jain/?ref=outindfooter,Education,dsa roadmap by sandeep jain
MS Excel Tutorial,https://www.geeksforgeeks.org/excel-tutorial/?ref=outind,Education,ms excel tutorial
Only on Netflix,https://www.netflix.com/ca/browse/genre/839338,Entertainment,only on netflix
Middle school biology,/science/ms-biology,Education,middle school biology
Account,/youraccount,Entertainment,account
Get ready for 8th grade,/math/get-ready-for-8th-grade,Education,get ready for 8th grade
37 items you need to add to your summer vacation packing list,/cnn-underscored/travel/summer-vacation-packing-list,News,37 items you need to add to your summer vacation packing list
Media Center,https://media.netflix.com/,Entertainment,media center
Jobs,https://jobs.netflix.com/jobs,Entertainment,jobs
Developers,https://developers.google.com/youtube,Entertainment,developers
Copyright,https://www.youtube.com/about/copyright/,Entertainment,copyright
FAQ,https://help.netflix.com/support/412,Entertainment,faq
2nd grade,/math/cc-2nd-grade-math,Education,2nd grade
Software Design Patterns,https://www.geeksforgeeks.org/software-design-patterns/?ref=outind,Education,software design patterns
Reviews,https://www.cnn.com/cnn-underscored/reviews,News,reviews
Top Interview Questions,https://www.geeksforgeeks.org/top-100-data-structure-and-algorithms-dsa-interview-questions-topic-wise/?ref=outind,Education,top interview questions
Google Cloud Platform,https://www.geeksforgeeks.org/google-cloud-platform-tutorial/?ref=outind,Education,google cloud platform
Policy & Safety,https://www.youtube.com/about/policies/,Entertainment,policy   safety
"First on CNN
Biden expected to pardon veterans convicted under military law banning gay sex: Officials",/2024/06/25/politics/biden-expected-pardon-veterans-convicted-gay-sex-law/index.html,News,first on cnn biden expected to pardon veterans convicted under military law banning gay sex  officials
Bronny can make history if drafted,https://bleacherreport.com/articles/10125965-bronny-james-would-make-nba-history-as-1st-time-a-son-is-drafted-with-father-active?utm_source=cnn.com&utm_medium=referral&utm_campaign=editorial,News,bronny can make history if drafted
Jobs,https://jobs.netflix.com/jobs,Entertainment,jobs
